gid,pid,seas,week,day,v,h,stad,temp,humd,wspd,wdir,cond,surf,ou,sprv,off,def,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,pts,blk,brcv,fgxp,fkicker,NumKicks,dist,good,ptsv,ptsh,iced,detail,surface,elapsedtime
2245,364393,2008,9,SUN,MIA,DEN,Invesco Field at Mile High,77,14,11,S,Partly Cloudy,Grass,50,3.5,DEN,MIA,12,5,3,8,16,7,16,2,3,4,2,68,3,,,FG,MP-2100,186,50,Y,26,17,0,"(8:16) M.Prater 50 yard field goal is GOOD, Center-M.Leach, Holder-B.Kern.",Grass,38.26666667
2245,364408,2008,9,SUN,MIA,DEN,Invesco Field at Mile High,77,14,11,S,Partly Cloudy,Grass,50,3.5,DEN,MIA,7,5,3,3,4,10,16,2,3,4,6,69,,,,FG,MP-2100,186,49,N,26,17,0,"(3:04) M.Prater 49 yard field goal is No Good, Wide Left, Center-M.Leach, Holder-B.Kern.",Grass,33.06666667
2245,364423,2008,9,SUN,MIA,DEN,Invesco Field at Mile High,77,14,11,S,Partly Cloudy,Grass,50,3.5,MIA,DEN,6,4,4,12,2,16,10,3,2,4,11,77,3,,,FG,DC-0500,192,41,Y,26,17,0,"(12:02) D.Carpenter 41 yard field goal is GOOD, Center-J.Denney, Holder-B.Fields.",Grass,57.03333333
2246,364522,2008,9,SUN,ATL,OAK,Oakland-Alameda County Coliseum,63,74,10,SW,Sunny,Grass,41.5,-3,ATL,OAK,9,6,2,6,35,21,0,3,2,4,9,70,3,,,FG,JE-0200,311,48,Y,24,0,0,"(6:35) J.Elam 48 yard field goal is GOOD, Center-M.Schneck, Holder-M.Koenen.",Grass,21.58333333
2246,364577,2008,9,SUN,ATL,OAK,Oakland-Alameda County Coliseum,63,74,10,SW,Sunny,Grass,41.5,-3,ATL,OAK,8,4,4,14,25,24,0,2,2,4,16,67,,,,FG,JE-0200,311,51,N,24,0,0,"(14:25) J.Elam 51 yard field goal is No Good, Wide Right, Center-M.Schneck, Holder-M.Koenen.",Grass,59.41666667
2248,364861,2008,9,SUN,PHI,SEA,Qwest Field,58,71,13,SSE,Rain,FieldTurf,42.5,-7,PHI,SEA,6,4,3,11,29,14,7,3,2,4,2,78,3,,,FG,DA-0300,516,39,Y,26,7,0,"(11:29) D.Akers 39 yard field goal is GOOD, Center-J.Dorenbos, Holder-S.Rocca.",Turf,41.48333333
2248,364883,2008,9,SUN,PHI,SEA,Qwest Field,58,71,13,SSE,Rain,FieldTurf,42.5,-7,PHI,SEA,10,5,3,1,31,17,7,3,1,4,7,93,3,,,FG,DA-0300,516,24,Y,26,7,0,"(1:31) D.Akers 24 yard field goal is GOOD, Center-J.Dorenbos, Holder-S.Rocca.",Turf,31.51666667
2248,364899,2008,9,SUN,PHI,SEA,Qwest Field,58,71,13,SSE,Rain,FieldTurf,42.5,-7,PHI,SEA,11,6,4,9,33,20,7,3,1,4,2,76,3,,,FG,DA-0300,516,42,Y,26,7,0,"(9:33) D.Akers 42 yard field goal is GOOD, Center-J.Dorenbos, Holder-S.Rocca.",Turf,54.55
2248,364912,2008,9,SUN,PHI,SEA,Qwest Field,58,71,13,SSE,Rain,FieldTurf,42.5,-7,PHI,SEA,8,5,4,4,40,23,7,2,1,4,5,79,3,,,FG,DA-0300,516,39,Y,26,7,0,"(4:40) D.Akers 39 yard field goal is GOOD, Center-J.Dorenbos, Holder-S.Rocca.",Turf,49.66666667
2249,364966,2008,9,SN,NE,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,44,6,NE,IND,13,4,2,10,24,0,7,3,3,4,5,89,3,,,FG,SG-0800,264,29,Y,15,18,0,"(10:24) S.Gostkowski 29 yard field goal is GOOD, Center-L.Paxton, Holder-C.Hanson.",Turf,25.4
2249,364986,2008,9,SN,NE,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,44,6,NE,IND,13,4,2,1,31,3,7,3,1,4,7,83,3,,,FG,SG-0800,264,35,Y,15,18,0,"(1:31) S.Gostkowski 35 yard field goal is GOOD, Center-L.Paxton, Holder-C.Hanson.",Turf,16.51666667
2249,365039,2008,9,SN,NE,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,44,6,NE,IND,15,5,4,11,38,12,15,0,2,4,1,93,3,,,FG,SG-0800,264,25,Y,15,18,0,"(11:38) S.Gostkowski 25 yard field goal is GOOD, Center-L.Paxton, Holder-C.Hanson.",Turf,56.63333333
2249,365048,2008,9,SN,NE,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,44,6,IND,NE,8,4,4,8,9,15,15,2,0,4,7,66,3,,,FG,AV-0400,456,52,Y,15,18,0,"(8:09) A.Vinatieri 52 yard field goal is GOOD, Center-J.Snow, Holder-H.Smith. Penalty on NE-A.Thomas, Illegal Formation, declined.",Turf,53.15
2250,365071,2008,9,MN,PIT,WAS,FedEx Field,51,96,0,CALM,Clear,Grass,36.5,1,WAS,PIT,4,4,1,13,1,0,0,3,3,4,1,73,3,,,FG,SS-3100,233,44,Y,23,6,0,"(13:01) S.Suisham 44 yard field goal is GOOD, Center-E.Albright, Holder-R.Plackemeier.",Grass,13.01666667
2250,365079,2008,9,MN,PIT,WAS,FedEx Field,51,96,0,CALM,Clear,Grass,36.5,1,WAS,PIT,4,5,1,11,7,3,0,3,3,4,5,75,3,,,FG,SS-3100,233,43,Y,23,6,0,"(11:07) S.Suisham 43 yard field goal is GOOD, Center-E.Albright, Holder-R.Plackemeier.",Grass,11.11666667
2250,365125,2008,9,MN,PIT,WAS,FedEx Field,51,96,0,CALM,Clear,Grass,36.5,1,PIT,WAS,7,5,2,8,14,0,6,2,1,4,3,83,3,,,FG,JR-1100,277,35,Y,23,6,0,"(8:14) Je.Reed 35 yard field goal is GOOD, Center-J.Retkofsky, Holder-M.Berger.",Grass,23.23333333
2251,365233,2008,10,THU,DEN,CLE,Cleveland Browns Stadium,56,52,6,N,Clear,Grass,46,3,DEN,CLE,5,4,1,13,27,0,0,3,3,4,7,80,,,,FG,MP-2100,186,38,N,34,30,0,"(13:27) M.Prater 38 yard field goal is No Good, Wide Right, Center-M.Leach, Holder-B.Kern.",Grass,13.45
2251,365273,2008,10,THU,DEN,CLE,Cleveland Browns Stadium,56,52,6,N,Clear,Grass,46,3,CLE,DEN,11,3,2,12,48,7,7,3,3,4,6,93,3,,,FG,PD-0200,395,24,Y,34,30,0,"(12:48) P.Dawson 24 yard field goal is GOOD, Center-R.Pontbriand, Holder-D.Zastudil.",Grass,27.8
2251,365293,2008,10,THU,DEN,CLE,Cleveland Browns Stadium,56,52,6,N,Clear,Grass,46,3,DEN,CLE,10,7,2,5,55,7,17,2,3,4,8,83,3,,,FG,MP-2100,186,35,Y,34,30,0,"(5:55) M.Prater 35 yard field goal is GOOD, Center-M.Leach, Holder-B.Kern.",Grass,20.91666667
2251,365302,2008,10,THU,DEN,CLE,Cleveland Browns Stadium,56,52,6,N,Clear,Grass,46,3,CLE,DEN,8,5,2,1,14,17,10,2,2,4,2,65,3,,,FG,PD-0200,395,52,Y,34,30,0,"(1:14) P.Dawson 52 yard field goal is GOOD, Center-R.Pontbriand, Holder-D.Zastudil.",Grass,16.23333333
2251,365322,2008,10,THU,DEN,CLE,Cleveland Browns Stadium,56,52,6,N,Clear,Grass,46,3,CLE,DEN,10,4,3,10,25,20,10,2,3,4,9,84,3,,,FG,PD-0200,395,33,Y,34,30,0,"(10:25) P.Dawson 33 yard field goal is GOOD, Center-R.Pontbriand, Holder-D.Zastudil.",Grass,40.41666667
2251,365333,2008,10,THU,DEN,CLE,Cleveland Browns Stadium,56,52,6,N,Clear,Grass,46,3,DEN,CLE,10,3,3,5,40,10,23,3,2,4,7,88,3,,,FG,MP-2100,186,30,Y,34,30,0,"(5:40) M.Prater 30 yard field goal is GOOD, Center-M.Leach, Holder-B.Kern.",Grass,35.66666667
2252,365403,2008,10,SUN,JAC,DET,Ford Field,68,,,,Dome,FieldTurf,44,-6.5,JAC,DET,4,3,1,12,40,0,0,3,3,4,3,84,3,,,FG,JS-1100,271,34,Y,38,14,0,"(12:40) J.Scobee 34 yard field goal is GOOD, Center-J.Zelenka, Holder-A.Podlesh.",Turf,12.66666667
2252,365459,2008,10,SUN,JAC,DET,Ford Field,68,,,,Dome,FieldTurf,44,-6.5,DET,JAC,10,11,2,2,29,7,17,2,2,4,2,85,,GS-0900,RN-0300,FG,JH-0900,360,33,N,38,14,0,"(2:29) J.Hanson 33 yard field goal is BLOCKED (G.Sensabaugh), Center-D.Muhlbach, Holder-N.Harris, RECOVERED by JAC-R.Nelson at JAC 8. R.Nelson to JAC 42 for 34 yards (J.Owens).",Turf,17.48333333
2253,365626,2008,10,SUN,TEN,CHI,Soldier Field,37,63,16,WNW,Cloudy,Grass,38.5,-3,TEN,CHI,4,3,2,0,2,7,7,0,1,2,8,69,,,,FG,RB-2200,283,49,N,21,14,0,"(:02) R.Bironas 49 yard field goal is No Good, Short, Center-K.Amato, Holder-C.Hentrich.",Grass,15.03333333
2253,365684,2008,10,SUN,TEN,CHI,Soldier Field,37,63,16,WNW,Cloudy,Grass,38.5,-3,CHI,TEN,7,6,4,9,46,7,21,3,2,4,12,70,,JJ-4300,ST-1200,FG,RG-1500,278,48,N,21,14,0,"(9:46) R.Gould 48 yard field goal is BLOCKED (J.Jones), Center-P.Mannelly, Holder-B.Maynard, RECOVERED by TEN-S.Tulloch at TEN 30. S.Tulloch to TEN 30 for no gain (J.Williams).",Grass,54.76666667
2254,365754,2008,10,SUN,BUF,NE,Gillette Stadium,54,43,15,W,Sunny,FieldTurf,41.5,4,NE,BUF,7,4,2,13,29,7,0,3,3,4,9,86,3,,,FG,SG-0800,264,32,Y,10,20,0,"(13:29) S.Gostkowski 32 yard field goal is GOOD, Center-L.Paxton, Holder-C.Hanson.",Turf,28.48333333
2254,365766,2008,10,SUN,BUF,NE,Gillette Stadium,54,43,15,W,Sunny,FieldTurf,41.5,4,BUF,NE,11,4,2,7,9,0,10,3,3,4,7,93,3,,,FG,RL-0900,377,25,Y,10,20,0,"(7:09) R.Lindell 25 yard field goal is GOOD, Center-R.Neill, Holder-B.Moorman.",Turf,22.15
2254,365778,2008,10,SUN,BUF,NE,Gillette Stadium,54,43,15,W,Sunny,FieldTurf,41.5,4,NE,BUF,11,5,2,2,24,10,3,3,3,4,10,69,,,,FG,SG-0800,264,49,N,10,20,0,"(2:24) S.Gostkowski 49 yard field goal is No Good, Wide Left, Center-L.Paxton, Holder-C.Hanson.",Turf,17.4
2254,365800,2008,10,SUN,BUF,NE,Gillette Stadium,54,43,15,W,Sunny,FieldTurf,41.5,4,NE,BUF,13,7,3,8,18,10,3,3,3,4,2,81,3,,,FG,SG-0800,264,37,Y,10,20,0,"(8:18) S.Gostkowski 37 yard field goal is GOOD, Center-L.Paxton, Holder-C.Hanson.",Turf,38.3
2255,365890,2008,10,SUN,NO,ATL,Georgia Dome,,,,,Dome,FieldTurf,50.5,1,NO,ATL,13,3,1,2,18,0,7,3,3,4,5,94,3,,,FG,GH-0600,109,24,Y,20,34,0,"(2:18) G.Hartley 24 yard field goal is GOOD, Center-K.Houser, Holder-G.Pakulak.",Turf,2.3
2255,365911,2008,10,SUN,NO,ATL,Georgia Dome,,,,,Dome,FieldTurf,50.5,1,NO,ATL,7,4,2,8,37,3,14,3,3,4,8,74,3,,,FG,GH-0600,109,44,Y,20,34,0,"(8:37) G.Hartley 44 yard field goal is GOOD, Center-K.Houser, Holder-G.Pakulak.",Turf,23.61666667
2255,365924,2008,10,SUN,NO,ATL,Georgia Dome,,,,,Dome,FieldTurf,50.5,1,ATL,NO,12,4,2,3,9,14,6,3,3,4,4,96,3,,,FG,JE-0200,311,22,Y,20,34,0,"(3:09) J.Elam 22 yard field goal is GOOD, Center-M.Schneck, Holder-M.Koenen.",Turf,18.15
2255,365963,2008,10,SUN,NO,ATL,Georgia Dome,,,,,Dome,FieldTurf,50.5,1,ATL,NO,13,3,3,2,9,17,6,2,2,4,4,91,3,,,FG,JE-0200,311,27,Y,20,34,0,"(2:09) J.Elam 27 yard field goal is GOOD, Center-M.Schneck, Holder-M.Koenen.",Turf,32.15
2256,366051,2008,10,SUN,STL,NYJ,The Meadowlands,53,46,14,WSW,Sunny,FieldTurf,44,9,NYJ,STL,5,4,1,6,59,7,0,3,3,4,3,96,3,,,FG,JF-0900,414,22,Y,3,47,0,"(6:59) J.Feely 22 yard field goal is GOOD, Center-J.Dearth, Holder-R.Hodges.",Turf,6.983333333
2256,366090,2008,10,SUN,STL,NYJ,The Meadowlands,53,46,14,WSW,Sunny,FieldTurf,44,9,NYJ,STL,5,5,2,6,58,24,0,2,2,4,6,69,3,,,FG,JF-0900,414,49,Y,3,47,0,"(6:58) J.Feely 49 yard field goal is GOOD, Center-J.Dearth, Holder-R.Hodges.",Turf,21.96666667
2256,366099,2008,10,SUN,STL,NYJ,The Meadowlands,53,46,14,WSW,Sunny,FieldTurf,44,9,NYJ,STL,4,5,2,4,0,27,0,2,2,4,7,72,3,,,FG,JF-0900,414,46,Y,3,47,0,"(4:00) J.Feely 46 yard field goal is GOOD, Center-J.Dearth, Holder-R.Hodges.",Turf,19
2256,366112,2008,10,SUN,STL,NYJ,The Meadowlands,53,46,14,WSW,Sunny,FieldTurf,44,9,NYJ,STL,2,3,2,0,3,37,0,1,2,2,3,63,3,,,FG,JF-0900,414,55,Y,3,47,0,"(:03) J.Feely 55 yard field goal is GOOD, Center-J.Dearth, Holder-R.Hodges. NYJ #3 Feely ties the record for longest field goal in team history (P.Leahy - 12/14/85, J.Hall 8/31/97)",Turf,15.05
2256,366124,2008,10,SUN,STL,NYJ,The Meadowlands,53,46,14,WSW,Sunny,FieldTurf,44,9,STL,NYJ,10,5,3,9,56,0,40,2,3,4,7,81,3,,,FG,JB-7100,331,37,Y,3,47,0,"(9:56) J.Brown 37 yard field goal is GOOD, Center-C.Massey, Holder-D.Jones.",Turf,39.93333333
2257,366265,2008,10,SUN,SEA,MIA,Dolphins Stadium,78,71,15,NNE,Partly Cloudy,Grass,43,8,SEA,MIA,9,5,3,11,11,7,14,2,3,4,11,81,3,,,FG,OM-0100,336,37,Y,19,21,0,"(11:11) O.Mare 37 yard field goal is GOOD, Center-J.Robinson, Holder-J.Ryan.",Grass,41.18333333
2257,366282,2008,10,SUN,SEA,MIA,Dolphins Stadium,78,71,15,NNE,Partly Cloudy,Grass,43,8,SEA,MIA,9,4,3,3,35,10,14,2,3,4,7,92,3,,,FG,OM-0100,336,27,Y,19,21,0,"(3:35) O.Mare 27 yard field goal is GOOD, Center-J.Robinson, Holder-J.Ryan.",Grass,33.58333333
2258,366377,2008,10,SUN,GB,MIN,Metrodome,65,,,,Dome,FieldTurf,44.5,1,MIN,GB,11,5,2,13,1,7,7,3,3,4,14,64,3,,,FG,RL-1300,354,54,Y,27,28,0,"(13:01) R.Longwell 54 yard field goal is GOOD, Center-C.Loeffler, Holder-C.Kluwe.",Turf,28.01666667
2258,366420,2008,10,SUN,GB,MIN,Metrodome,65,,,,Dome,FieldTurf,44.5,1,GB,MIN,3,3,2,0,3,7,14,2,1,1,10,71,3,,,FG,MC-3000,248,47,Y,27,28,0,"(:03) M.Crosby 47 yard field goal is GOOD, Center-B.Goode, Holder-D.Frost.",Turf,15.05
2258,366440,2008,10,SUN,GB,MIN,Metrodome,65,,,,Dome,FieldTurf,44.5,1,MIN,GB,4,5,3,7,12,21,10,3,3,4,5,70,,,,FG,RL-1300,354,47,N,27,28,0,"(7:12) R.Longwell 47 yard field goal is No Good, Wide Right, Center-C.Loeffler, Holder-C.Kluwe.",Turf,37.2
2258,366484,2008,10,SUN,GB,MIN,Metrodome,65,,,,Dome,FieldTurf,44.5,1,GB,MIN,5,4,4,6,0,24,21,2,1,4,5,78,3,,,FG,MC-3000,248,40,Y,27,28,0,"(6:00) M.Crosby 40 yard field goal is GOOD, Center-B.Goode, Holder-D.Frost.",Turf,51
2258,366499,2008,10,SUN,GB,MIN,Metrodome,65,,,,Dome,FieldTurf,44.5,1,GB,MIN,5,5,4,0,31,27,28,2,0,4,4,66,,,,FG,MC-3000,248,52,N,27,28,1,"(:31) M.Crosby 52 yard field goal is No Good, Wide Right, Center-B.Goode, Holder-D.Frost.",Turf,45.51666667
2259,366555,2008,10,SUN,BAL,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42,-1,HOU,BAL,9,4,2,6,52,0,7,3,2,4,5,95,3,,,FG,KB-2300,307,23,Y,41,13,0,"(6:52) K.Brown 23 yard field goal is GOOD, Center-B.Pittman, Holder-M.Turk.",Grass,21.86666667
2259,366572,2008,10,SUN,BAL,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42,-1,BAL,HOU,6,5,2,1,6,9,3,2,3,4,7,64,3,,,FG,SH-0400,125,54,Y,41,13,0,"(1:06) S.Hauschka 54 yard field goal is GOOD, Center-M.Katula, Holder-S.Koch.",Grass,16.1
2259,366580,2008,10,SUN,BAL,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42,-1,HOU,BAL,7,3,2,0,3,3,12,0,2,2,7,70,3,,,FG,KB-2300,307,48,Y,41,13,0,"(:03) K.Brown 48 yard field goal is GOOD, Center-B.Pittman, Holder-M.Turk.",Grass,15.05
2259,366607,2008,10,SUN,BAL,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42,-1,BAL,HOU,7,2,3,3,12,19,6,2,3,4,17,68,,,,FG,MS-5200,335,50,N,41,13,0,"(3:12) M.Stover 50 yard field goal is No Good, Wide Left, Center-M.Katula, Holder-S.Koch.",Grass,33.2
2260,366749,2008,10,SUN,CAR,OAK,Oakland-Alameda County Coliseum,62,59,12,W,Sunny,Grass,37.5,-9.5,CAR,OAK,6,3,2,0,4,14,0,1,0,2,10,64,,,,FG,JK-0200,322,54,N,17,6,0,"(:04) J.Kasay 54 yard field goal is No Good, Short, Center-J.Kyle, Holder-J.Baker.",Grass,15.06666667
2260,366755,2008,10,SUN,CAR,OAK,Oakland-Alameda County Coliseum,62,59,12,W,Sunny,Grass,37.5,-9.5,OAK,CAR,4,7,3,13,32,0,14,3,3,4,5,80,3,,,FG,SJ-0300,448,38,Y,17,6,0,"(13:32) S.Janikowski 38 yard field goal is GOOD, Center-J.Condo, Holder-S.Lechler.",Grass,43.53333333
2260,366774,2008,10,SUN,CAR,OAK,Oakland-Alameda County Coliseum,62,59,12,W,Sunny,Grass,37.5,-9.5,OAK,CAR,4,5,3,9,0,3,14,3,3,4,5,73,3,,,FG,SJ-0300,448,45,Y,17,6,0,"(9:00) S.Janikowski 45 yard field goal is GOOD, Center-J.Condo, Holder-S.Lechler. Janikowski breaks Raider all time scoring record (Blanda) with 865 points.",Grass,39
2260,366826,2008,10,SUN,CAR,OAK,Oakland-Alameda County Coliseum,62,59,12,W,Sunny,Grass,37.5,-9.5,CAR,OAK,6,3,4,1,54,14,6,3,0,4,2,86,3,,,FG,JK-0200,322,32,Y,17,6,0,"(1:54) J.Kasay 32 yard field goal is GOOD, Center-J.Kyle, Holder-J.Baker.",Grass,46.9
2260,366837,2008,10,SUN,CAR,OAK,Oakland-Alameda County Coliseum,62,59,12,W,Sunny,Grass,37.5,-9.5,OAK,CAR,8,4,4,0,13,6,17,0,3,3,10,60,,,,FG,SJ-0300,448,58,N,17,6,0,"(:13) S.Janikowski 58 yard field goal is No Good, Hit Crossbar, Center-J.Condo, Holder-S.Lechler.",Grass,45.21666667
2261,366876,2008,10,SUN,KC,SD,Qualcomm Stadium,62,61,24,W,Partly Cloudy,Grass,47,15,SD,KC,10,3,2,14,6,0,7,3,3,4,5,84,3,,,FG,NK-0200,225,34,Y,19,20,0,"(14:06) N.Kaeding 34 yard field goal is GOOD, Center-D.Binn, Holder-M.Scifres.",Grass,29.1
2261,366892,2008,10,SUN,KC,SD,Qualcomm Stadium,62,61,24,W,Partly Cloudy,Grass,47,15,SD,KC,11,3,2,6,50,3,7,3,3,4,3,92,3,,,FG,NK-0200,225,26,Y,19,20,0,"(6:50) N.Kaeding 26 yard field goal is GOOD, Center-D.Binn, Holder-M.Scifres.",Grass,21.83333333
2262,367064,2008,10,SUN,IND,PIT,Heinz Field,44,60,11,SW,Cloudy,Grass,39,3.5,PIT,IND,9,4,2,4,22,14,7,3,3,4,5,76,3,,,FG,JR-1100,277,42,Y,24,20,0,"(4:22) (Field Goal formation) Je.Reed 42 yard field goal is GOOD, Center-J.Retkofsky, Holder-P.Ernster.",Grass,19.36666667
2262,367101,2008,10,SUN,IND,PIT,Heinz Field,44,60,11,SW,Cloudy,Grass,39,3.5,IND,PIT,12,4,3,8,18,14,17,3,3,4,3,82,3,,,FG,AV-0400,456,36,Y,24,20,0,"(8:18) (Field Goal formation) A.Vinatieri 36 yard field goal is GOOD, Center-J.Snow, Holder-H.Smith.",Grass,38.3
2262,367133,2008,10,SUN,IND,PIT,Heinz Field,44,60,11,SW,Cloudy,Grass,39,3.5,PIT,IND,14,4,4,8,1,17,17,2,3,4,6,94,3,,,FG,JR-1100,277,24,Y,24,20,0,"(8:01) (Field Goal formation) Je.Reed 24 yard field goal is GOOD, Center-J.Retkofsky, Holder-P.Ernster.",Grass,53.01666667
2263,367185,2008,10,SN,NYG,PHI,Lincoln Financial Field,48,63,5,WSW,Clear,Grass,43,3,NYG,PHI,4,3,1,6,48,7,7,3,3,4,6,91,3,,,FG,JC-0900,288,27,Y,36,31,0,"(6:48) J.Carney 27 yard field goal is GOOD, Center-J.Alford, Holder-J.Feagles.",Grass,6.8
2263,367240,2008,10,SN,NYG,PHI,Lincoln Financial Field,48,63,5,WSW,Clear,Grass,43,3,NYG,PHI,4,3,2,1,52,17,14,2,2,4,4,92,3,,,FG,JC-0900,288,26,Y,36,31,0,"(1:52) J.Carney 26 yard field goal is GOOD, Center-J.Alford, Holder-J.Feagles.",Grass,16.86666667
2263,367250,2008,10,SN,NYG,PHI,Lincoln Financial Field,48,63,5,WSW,Clear,Grass,43,3,PHI,NYG,9,3,2,0,5,14,20,0,2,2,10,89,3,,,FG,DA-0300,516,29,Y,36,31,0,"(:05) D.Akers 29 yard field goal is GOOD, Center-J.Dorenbos, Holder-S.Rocca.",Grass,15.08333333
2263,367292,2008,10,SN,NYG,PHI,Lincoln Financial Field,48,63,5,WSW,Clear,Grass,43,3,NYG,PHI,12,6,4,13,34,27,24,2,3,4,10,90,3,,,FG,JC-0900,288,28,Y,36,31,0,"(13:34) J.Carney 28 yard field goal is GOOD, Center-J.Alford, Holder-J.Feagles.",Grass,58.56666667
2264,367345,2008,10,MN,SF,ARI,University of Phoenix Stadium,62,35,4,SSW,Clear,Grass,46,9.5,ARI,SF,9,4,1,9,50,0,7,3,3,4,2,90,3,,,FG,NR-0100,343,28,Y,24,29,0,"(9:50) N.Rackers 28 yard field goal is GOOD, Center-N.Hodel, Holder-D.Johnson.",Grass,9.833333333
2264,367397,2008,10,MN,SF,ARI,University of Phoenix Stadium,62,35,4,SSW,Clear,Grass,46,9.5,ARI,SF,12,4,2,4,45,10,14,2,1,4,4,85,3,,,FG,NR-0100,343,33,Y,24,29,0,"(4:45) N.Rackers 33 yard field goal is GOOD, Center-N.Hodel, Holder-D.Johnson.",Grass,19.75
2264,367436,2008,10,MN,SF,ARI,University of Phoenix Stadium,62,35,4,SSW,Clear,Grass,46,9.5,SF,ARI,9,3,3,7,5,21,20,3,2,4,1,76,3,,,FG,JN-0600,250,41,Y,24,29,0,"(7:05) J.Nedney 41 yard field goal is GOOD, Center-B.Jennings, Holder-A.Lee.",Grass,37.08333333
2264,367457,2008,10,MN,SF,ARI,University of Phoenix Stadium,62,35,4,SSW,Clear,Grass,46,9.5,ARI,SF,4,4,4,14,37,20,24,2,3,4,5,95,3,,,FG,NR-0100,343,23,Y,24,29,0,"(14:37) N.Rackers 23 yard field goal is GOOD, Center-N.Hodel, Holder-D.Johnson.",Grass,59.61666667
2265,367530,2008,11,THU,NYJ,NE,Gillette Stadium,44,99,6,N,Chance Rain,FieldTurf,42,3.5,NE,NYJ,10,6,1,4,31,0,7,2,2,4,4,75,3,,,FG,SG-0800,264,42,Y,34,31,0,"(4:31) S.Gostkowski 42 yard field goal is GOOD, Center-L.Paxton, Holder-C.Hanson.",Turf,4.516666667
2265,367541,2008,11,THU,NYJ,NE,Gillette Stadium,44,99,6,N,Chance Rain,FieldTurf,42,3.5,NYJ,NE,10,4,1,0,10,7,3,2,2,4,4,96,3,,,FG,JF-0900,414,22,Y,34,31,0,"(:10) J.Feely 22 yard field goal is GOOD, Center-J.Dearth, Holder-R.Hodges.",Turf,0.166666667
